HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0000228,Prevotellaceae_UCG-003,phenol,Circulatory system disorder,Cardiovascular,Odor,negative,-0.387823676,-0.458783869,-0.294568198
HMDB0000228,Solobacterium,phenol,Circulatory system disorder,Cardiovascular,Odor,negative,-0.412354924,-0.334642215,-0.302900518
HMDB0036137,Anaerobiospirillum,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.271169903,-0.287059731,-0.322182827
HMDB0036137,Atopobium,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,positive,0.489873382,0.431409498,0.261165969
HMDB0036137,Butyricicoccus,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.589454361,-0.479829456,-0.263456478
HMDB0036137,Comamonas,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.358417554,-0.251109288,-0.173374999
HMDB0036137,Coprococcus,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,positive,0.607113424,0.262895709,0.395858852
HMDB0036137,Helicobacter,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.535708662,-0.327458279,-0.302462899
HMDB0036137,Lachnospira,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.552745985,-0.300586342,-0.481792348
HMDB0036137,Prevotella,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,positive,0.335365541,0.183685328,0.432806759
HMDB0036137,Prevotellaceae_UCG-003,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.622112927,-0.320994996,-0.195216998
HMDB0036137,Solobacterium,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.487754662,-0.232898468,-0.319082224
HMDB0036137,Subdoligranulum,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.434548304,-0.392792202,-0.342886559
HMDB0036137,UCG-005,3-acetyldeoxynivalenol,Circulatory system disorder,Cardiovascular,,negative,-0.49840534,-0.392792202,-0.204718987
HMDB0001859,Anaerobiospirillum,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.496524758,-0.473525645,-0.29607331
HMDB0001859,CAG-352,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.543615043,-0.222078384,-0.355200327
HMDB0001859,Coprococcus,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,positive,0.589235033,0.416883047,0.479553943
HMDB0001859,Lachnospira,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.547082039,-0.301774978,-0.464798476
HMDB0001859,Megasphaera,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.538885438,-0.219854889,-0.372476074
HMDB0001859,Muribaculaceae,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.482404532,-0.448647082,-0.269184943
HMDB0001859,Phascolarctobacterium,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.552597835,-0.437138529,-0.37003611
HMDB0001859,Prevotella,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,positive,0.48,0.439226691,0.465704793
HMDB0001859,Prevotellaceae_UCG-003,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.538885438,-0.214811233,-0.160734778
HMDB0001859,UCG-005,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.478885438,-0.424360013,-0.253981395
HMDB0001859,UCG-009,acetaminophen,Circulatory system disorder,Cardiovascular,Taste,negative,-0.301073839,-0.419653447,-0.375512136
HMDB0014611,Asteroleplasma,quinine,Circulatory system disorder,Cardiovascular,Odor,positive,0.193659597,0.414521212,0.452699587
HMDB0014611,Treponema,quinine,Circulatory system disorder,Cardiovascular,Odor,negative,-0.446286487,-0.485738184,-0.505780093
HMDB0014611,UCG-005,quinine,Circulatory system disorder,Cardiovascular,Odor,negative,-0.568695295,-0.413643478,-0.288927174
HMDB0014611,UCG-009,quinine,Circulatory system disorder,Cardiovascular,Odor,negative,-0.447915944,-0.377160508,-0.269938063
HMDB0000355,Butyricicoccus,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.490419496,-0.540789642,-0.346129925
HMDB0000355,Christensenellaceae_R-7_group,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.431621762,-0.461372413,-0.259149555
HMDB0000355,Coprobacter,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.306524758,-0.385958316,-0.344973703
HMDB0000355,Coprococcus,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,positive,0.400970462,0.408565762,0.504652054
HMDB0000355,Defluviitaleaceae_UCG-011,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.312221836,-0.362142466,-0.439797044
HMDB0000355,Family_XIII_UCG-001,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.564499466,-0.414043774,-0.224305467
HMDB0000355,Lactococcus,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.334100754,-0.452561905,-0.363089233
HMDB0000355,Muribaculaceae,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.498532939,-0.380237604,-0.312499054
HMDB0000355,UCG-002,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.392159259,-0.461372413,-0.2086541
HMDB0000355,UCG-003,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.512818653,-0.441088711,-0.240597083
HMDB0000355,UCG-005,3-hydroxy-3-methylglutarate,Circulatory system disorder,Cardiovascular,,negative,-0.363216711,-0.327865311,-0.19328107
HMDB0029751,Butyricicoccus,naphthalene,Circulatory system disorder,Cardiovascular,Odor,negative,-0.32,-0.520146809,-0.415692939
HMDB0029751,Catenibacterium,naphthalene,Circulatory system disorder,Cardiovascular,Odor,negative,-0.2,-0.585680736,-0.374865773
HMDB0029751,GCA-900066575,naphthalene,Circulatory system disorder,Cardiovascular,Odor,negative,-0.3,-0.528787689,-0.359532273
HMDB0029751,Monoglobus,naphthalene,Circulatory system disorder,Cardiovascular,Odor,negative,-0.34,-0.324194779,-0.425140067
HMDB0029751,Rikenellaceae_RC9_gut_group,naphthalene,Circulatory system disorder,Cardiovascular,Odor,positive,0.366666667,0.281814419,0.413362618
HMDB0032049,Alistipes,benzophenone,Mood disorder,Psychiatric,Odor,positive,0.417006791,0.359359775,0.506910752
HMDB0032049,Atopobium,benzophenone,Mood disorder,Psychiatric,Odor,negative,-0.499192233,-0.35901018,-0.213783121
HMDB0032049,Elusimicrobium,benzophenone,Mood disorder,Psychiatric,Odor,positive,0.447630378,0.208850427,0.454303747
HMDB0032049,Paraprevotella,benzophenone,Mood disorder,Psychiatric,Odor,positive,0.338931662,0.283504724,0.430892319
HMDB0014693,Acinetobacter,8-methoxypsoralen,Edema,General,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Edema,General,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Edema,General,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Edema,General,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Edema,General,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Edema,General,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Edema,General,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Edema,General,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Edema,General,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Edema,General,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Edema,General,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Edema,General,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Edema,General,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Edema,General,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Edema,General,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0001859,Anaerobiospirillum,acetaminophen,Edema,General,Taste,negative,-0.496524758,-0.473525645,-0.29607331
HMDB0001859,CAG-352,acetaminophen,Edema,General,Taste,negative,-0.543615043,-0.222078384,-0.355200327
HMDB0001859,Coprococcus,acetaminophen,Edema,General,Taste,positive,0.589235033,0.416883047,0.479553943
HMDB0001859,Lachnospira,acetaminophen,Edema,General,Taste,negative,-0.547082039,-0.301774978,-0.464798476
HMDB0001859,Megasphaera,acetaminophen,Edema,General,Taste,negative,-0.538885438,-0.219854889,-0.372476074
HMDB0001859,Muribaculaceae,acetaminophen,Edema,General,Taste,negative,-0.482404532,-0.448647082,-0.269184943
HMDB0001859,Phascolarctobacterium,acetaminophen,Edema,General,Taste,negative,-0.552597835,-0.437138529,-0.37003611
HMDB0001859,Prevotella,acetaminophen,Edema,General,Taste,positive,0.48,0.439226691,0.465704793
HMDB0001859,Prevotellaceae_UCG-003,acetaminophen,Edema,General,Taste,negative,-0.538885438,-0.214811233,-0.160734778
HMDB0001859,UCG-005,acetaminophen,Edema,General,Taste,negative,-0.478885438,-0.424360013,-0.253981395
HMDB0001859,UCG-009,acetaminophen,Edema,General,Taste,negative,-0.301073839,-0.419653447,-0.375512136
HMDB0014611,Asteroleplasma,quinine,Edema,General,Odor,positive,0.193659597,0.414521212,0.452699587
HMDB0014611,Treponema,quinine,Edema,General,Odor,negative,-0.446286487,-0.485738184,-0.505780093
HMDB0014611,UCG-005,quinine,Edema,General,Odor,negative,-0.568695295,-0.413643478,-0.288927174
HMDB0014611,UCG-009,quinine,Edema,General,Odor,negative,-0.447915944,-0.377160508,-0.269938063
HMDB0001848,Agathobacter,imipramine,Dry mouth,Dental,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Dry mouth,Dental,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Dry mouth,Dental,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Dry mouth,Dental,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Dry mouth,Dental,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Dry mouth,Dental,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Dry mouth,Dental,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Dry mouth,Dental,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Dry mouth,Dental,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Dry mouth,Dental,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Dry mouth,Dental,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Dry mouth,Dental,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Dry mouth,Dental,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Dry mouth,Dental,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Dry mouth,Dental,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Dry mouth,Dental,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Dry mouth,Dental,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Dry mouth,Dental,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Dry mouth,Dental,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0014693,Acinetobacter,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Hypoglycemia,Metabolic,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0033209,Agathobacter,fenthion,Hypoglycemia,Metabolic,,positive,0.230259784,0.290352842,0.378146087
HMDB0033209,Allisonella,fenthion,Hypoglycemia,Metabolic,,positive,0.548485521,0.457600492,0.240130126
HMDB0033209,Asteroleplasma,fenthion,Hypoglycemia,Metabolic,,positive,0.402597835,0.401395901,0.384868854
HMDB0033209,Avibacterium,fenthion,Hypoglycemia,Metabolic,,negative,-0.424893145,-0.482929092,-0.454425154
HMDB0033209,CAG-352,fenthion,Hypoglycemia,Metabolic,,negative,-0.489827921,-0.463813505,-0.484405483
HMDB0033209,Coprococcus,fenthion,Hypoglycemia,Metabolic,,negative,-0.597014155,-0.223986091,-0.32843609
HMDB0033209,Defluviitaleaceae_UCG-011,fenthion,Hypoglycemia,Metabolic,,negative,-0.542273353,-0.362413246,-0.352526244
HMDB0033209,Elusimicrobium,fenthion,Hypoglycemia,Metabolic,,negative,-0.436800705,-0.332602775,-0.385539455
HMDB0033209,Escherichia-Shigella,fenthion,Hypoglycemia,Metabolic,,positive,0.44519567,0.308656515,0.509969505
HMDB0033209,GCA-900066575,fenthion,Hypoglycemia,Metabolic,,positive,0.463117402,0.400136256,0.39810994
HMDB0033209,Herbaspirillum,fenthion,Hypoglycemia,Metabolic,,negative,-0.448377741,-0.352696239,-0.426141516
HMDB0033209,Mannheimia,fenthion,Hypoglycemia,Metabolic,,negative,-0.399243686,-0.510136925,-0.36380422
HMDB0033209,Megasphaera,fenthion,Hypoglycemia,Metabolic,,positive,0.581725943,0.345420559,0.567572546
HMDB0033209,NK4A214_group,fenthion,Hypoglycemia,Metabolic,,negative,-0.40173189,-0.296501204,-0.471491881
HMDB0033209,Odoribacter,fenthion,Hypoglycemia,Metabolic,,negative,-0.31441632,-0.332561809,-0.474831639
HMDB0033209,Romboutsia,fenthion,Hypoglycemia,Metabolic,,positive,0.417532612,0.373814146,0.318137892
HMDB0033209,Roseburia,fenthion,Hypoglycemia,Metabolic,,negative,-0.335455454,-0.276084942,-0.463159834
HMDB0033209,UCG-005,fenthion,Hypoglycemia,Metabolic,,negative,-0.395536012,-0.245473084,-0.32443029
HMDB0033209,Weissella,fenthion,Hypoglycemia,Metabolic,,negative,-0.528313073,-0.473970957,-0.44808859
HMDB0031804,Allisonella,methomyl,Hypoglycemia,Metabolic,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Hypoglycemia,Metabolic,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Hypoglycemia,Metabolic,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Hypoglycemia,Metabolic,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Hypoglycemia,Metabolic,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Hypoglycemia,Metabolic,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Hypoglycemia,Metabolic,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0012108,Acinetobacter,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Renal system and urinary system,Renal,Touch,negative,-0.627082039,-0.382511217,-0.482090893
HMDB0012108,Aeromonas,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Renal system and urinary system,Renal,Touch,positive,0.371467078,0.310183496,0.410622087
HMDB0012108,Lactococcus,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Renal system and urinary system,Renal,Touch,negative,-0.439867214,-0.504967742,-0.394270969
HMDB0012108,Pseudoflavonifractor,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Renal system and urinary system,Renal,Touch,negative,-0.379056942,-0.394286142,-0.374236238
HMDB0012108,Pseudomonas,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Renal system and urinary system,Renal,Touch,negative,-0.503778301,-0.401167531,-0.402730306
HMDB0000756,Agathobacter,hexanoyl-l-carnitine,Renal system and urinary system,Renal,,positive,0.636797114,0.4081993,0.34477591
